Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00101317,Sofia Morales,1/2/2024,2/27/2024,Invoice Revision: Missed Billing,a6Jat8696507,Incorrect Invoice Amount,Jul,Missing supporting documentation from vendor.
Complete,NASCAR Apex 2025 2024,Billing Request- 00101318,Connor Mora,5/27/2024,6/15/2024,Invoice Revision: Missed Billing,a6JHn9885085,PO / IO Mismatch,May; Jun,Invoice details mismatch with approved campaign.
Waiting on Someone Else,NBA League Pass 2025,Billing Request- 00101319,Andrew Rivera,4/25/2025,6/22/2025,Invoice Copy,a6JHn3692043,Missing Backup Documentation,May; Jun,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2024,Billing Request- 00101320,Connor Mora,4/30/2024,7/22/2024,Invoice Copy,a6JXt3427531,Incorrect Invoice Amount,Dec,
Complete,Global Consumer Products 2024,Billing Request- 00101321,Angelica Herrera Calvo,2/20/2024,3/26/2024,Invoice Revision: Credit/Rebill,a6JXt2797161,Incorrect Invoice Amount,Sep,Manual billing entry issue.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00101322,Kevin Parker,2/16/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6JXt8041836,Incorrect Invoice Amount,Jan,Finance validation process delay.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00101323,Melissa Grant,2/25/2024,5/29/2024,Invoice Revision: Credit/Rebill,a6JHn4346496,Agency Revision Request,Dec,Incorrect legal terms delayed PTS.
Complete,NBA League Pass 2025,Billing Request- 00101324,Sofia Morales,11/16/2025,12/12/2025,Invoice Revision: Credit/Rebill,a6JHn5046113,Incorrect Invoice Amount,Jul; Aug,Manual billing entry issue.
Complete,Amazon TNF 2024 2025,Billing Request- 00101325,Angelica Herrera Calvo,10/15/2025,10/18/2025,Invoice Revision: Credit/Rebill,a6JHn1736129,Late Billing Submission,Mar; Apr,
Complete,Streaming Bundle Initiative 2026,Billing Request- 00101326,Laura Jenkins,1/19/2026,2/2/2026,Invoice Revision: Credit/Rebill,a6Jat4665326,Other Invoice Details,Feb,Late media plan changes from client.
Complete,TNF Sponsorship 2024,Billing Request- 00101327,Laura Jenkins,10/27/2024,12/19/2024,Invoice Revision: Missed Billing,a6Jat2568383,Missing Backup Documentation,Apr,Incorrect legal terms delayed PTS.
Complete,NWSL Prime Video 2026,Billing Request- 00101328,Andrew Rivera,3/3/2026,3/9/2026,Invoice Revision: Missed Billing,a6JXt1106646,,Jul,Missing supporting documentation from vendor.
Blocked,Retail Media Expansion 2026,Billing Request- 00101329,Laura Jenkins,1/26/2026,2/7/2026,Invoice Revision: Credit/Rebill,a6JHn6854557,,May; Jun,
Complete,Amazon TNF 2024 2025,Billing Request- 00101330,Gabo Munoz,1/14/2025,4/19/2025,Invoice Revision: Credit/Rebill,a6Jat4929552,Agency Revision Request,Jun,Manual billing entry issue.
Complete,NASCAR Apex 2025 2026,Billing Request- 00101331,Gabo Munoz,2/20/2026,3/9/2026,Invoice Revision: Credit/Rebill,a6JXt3256787,Other Invoice Details,Jul,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00101332,Melissa Grant,6/3/2025,9/18/2025,Invoice Revision: Missed Billing,a6Jat8947871,Other Invoice Details,Jun,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00101333,Melissa Grant,3/30/2024,6/26/2024,Invoice Revision: Credit/Rebill,a6Jat3579324,Other Invoice Details,Mar; Apr,Manual billing entry issue.
Ready for Work,Global Consumer Products 2025,Billing Request- 00101334,Kevin Parker,3/27/2025,5/1/2025,Invoice Revision: Credit/Rebill,a6JXt9939702,Missing Backup Documentation,May; Jun,Missing supporting documentation from vendor.
Complete,NASCAR Apex 2025 2024,Billing Request- 00101335,Melissa Grant,8/15/2024,9/20/2024,Invoice Copy,a6Jat4292858,Incorrect Invoice Amount,Jan; Feb,
Waiting on Someone Else,Confluence Academy 2025,Billing Request- 00101336,Sofia Morales,2/16/2025,6/8/2025,Invoice Revision: Credit/Rebill,a6Jat4854361,,Apr,
Complete,WNBA Incremental Scatter 2025,Billing Request- 00101337,Angelica Herrera Calvo,11/29/2025,2/12/2026,Invoice Revision: Credit/Rebill,a6Jat3121094,Other Invoice Details,Sep; Oct,
Complete,TNF Sponsorship 2026,Billing Request- 00101338,Sofia Morales,3/3/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn6571308,Missing Backup Documentation,Jun,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00101339,Sofia Morales,4/16/2025,5/4/2025,Invoice Revision: Missed Billing,a6Jat8082038,Other Invoice Details,Nov,Finance validation process delay.
Complete,NASCAR P&Q 2024,Billing Request- 00101340,Gabo Munoz,5/21/2024,9/7/2024,Invoice Revision: Credit/Rebill,a6Jat1406129,Other Invoice Details,Nov,Agency submitted updated invoice mapping.
Remove/Inactive,Amazon NBA Live Sports 2026,Billing Request- 00101341,Gabo Munoz,1/21/2026,2/1/2026,Invoice Revision: Credit/Rebill,a6JXt7233398,,Jan,Agency submitted updated invoice mapping.
Complete,TNF Sponsorship 2026,Billing Request- 00101342,Kevin Parker,3/22/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6Jat3482081,Agency Revision Request,Nov; Dec,Finance validation process delay.
Complete,NFL Prime Video 2024,Billing Request- 00101343,Laura Jenkins,9/24/2024,1/19/2025,Invoice Revision: Missed Billing,a6JXt1712357,Late Billing Submission,Jul; Aug,Client requested retroactive billing adjustments.
Complete,Amazon TNF 2024 2025,Billing Request- 00101344,Laura Jenkins,8/28/2025,9/1/2025,Invoice Revision: Credit/Rebill,a6Jat7340038,Agency Revision Request,Nov,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2025,Billing Request- 00101345,Tyler Ward,9/22/2025,10/28/2025,Invoice Revision: Credit/Rebill,a6Jat7928527,,Sep,
Complete,TNF Sponsorship 2024,Billing Request- 00101346,Gabo Munoz,6/13/2024,7/31/2024,Invoice Revision: Credit/Rebill,a6JXt7296917,PO / IO Mismatch,Feb,Finance validation process delay.
Complete,NWSL Prime Video 2024,Billing Request- 00101347,Tyler Ward,4/16/2024,5/17/2024,Invoice Revision: Missed Billing,a6Jat9821826,Missing Backup Documentation,Mar,Client requested retroactive billing adjustments.
Complete,Prime Sports NFL 2024,Billing Request- 00101348,Gabo Munoz,1/25/2024,5/23/2024,Invoice Revision: Credit/Rebill,a6JXt9880006,Incorrect Invoice Amount,Sep,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00101349,Melissa Grant,8/31/2025,11/3/2025,Invoice Revision: Missed Billing,a6JXt2076525,Incorrect Invoice Amount,Aug,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2025,Billing Request- 00101350,Melissa Grant,3/14/2025,6/12/2025,Invoice Revision: Credit/Rebill,a6JXt6158936,Incorrect Invoice Amount,Jun,Client requested retroactive billing adjustments.
Complete,NBA League Pass 2024,Billing Request- 00101351,Connor Mora,8/2/2024,11/7/2024,Invoice Revision: Missed Billing,a6JHn4588215,Incorrect Invoice Amount,Sep,Incorrect legal terms delayed PTS.
Blocked,NWSL Prime Video 2025,Billing Request- 00101352,Laura Jenkins,1/21/2025,5/7/2025,Invoice Revision: Missed Billing,a6Jat6950477,,Oct,Client requested retroactive billing adjustments.
Complete,NASCAR Apex 2025 2024,Billing Request- 00101353,Connor Mora,4/27/2024,7/29/2024,Invoice Revision: Credit/Rebill,a6Jat1390306,Late Billing Submission,Jan; Feb,Late media plan changes from client.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00101354,Angelica Herrera Calvo,5/24/2025,9/12/2025,Invoice Revision: Missed Billing,a6JXt1377352,Agency Revision Request,Apr,Invoice details mismatch with approved campaign.
Waiting on Someone Else,Retail Media Expansion 2024,Billing Request- 00101355,Andrew Rivera,12/23/2024,2/26/2025,Invoice Revision: Credit/Rebill,a6JXt3252405,PO / IO Mismatch,Feb,Invoice details mismatch with approved campaign.
Complete,TNF Sponsorship 2024,Billing Request- 00101356,Angelica Herrera Calvo,12/17/2024,3/9/2025,Invoice Revision: Missed Billing,a6Jat6956976,,Sep; Oct,Late media plan changes from client.
Waiting on Someone Else,NWSL Halftime Sponsorship 2025,Billing Request- 00101357,Kevin Parker,12/29/2025,1/14/2026,Invoice Revision: Missed Billing,a6Jat2586703,Late Billing Submission,Sep; Oct,Finance validation process delay.
Complete,NFL Prime Video 2025,Billing Request- 00101358,Andrew Rivera,3/5/2025,5/14/2025,Invoice Revision: Credit/Rebill,a6JXt4321723,Missing Backup Documentation,May,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00101359,Andrew Rivera,4/26/2025,5/2/2025,Invoice Copy,a6JXt9470588,,Nov,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00101360,Kevin Parker,9/13/2024,1/1/2025,Invoice Revision: Credit/Rebill,a6Jat1493220,Other Invoice Details,Nov,Missing supporting documentation from vendor.
Complete,Confluence Academy 2024,Billing Request- 00101361,Elena Salazar Castillo,3/6/2024,6/22/2024,Invoice Revision: Credit/Rebill,a6JHn9344176,Agency Revision Request,Oct,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2026,Billing Request- 00101362,Gabo Munoz,4/17/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JHn3246910,Other Invoice Details,Oct,Incorrect legal terms delayed PTS.
Complete,Global Consumer Products 2026,Billing Request- 00101363,Gabo Munoz,3/15/2026,3/29/2026,Invoice Revision: Credit/Rebill,a6JHn6753751,PO / IO Mismatch,May,Missing supporting documentation from vendor.
Complete,Retail Media Expansion 2024,Billing Request- 00101364,Melissa Grant,3/21/2024,4/18/2024,Invoice Revision: Credit/Rebill,a6JHn6665576,Other Invoice Details,Mar,Late media plan changes from client.
Blocked,Streaming Bundle Initiative 2026,Billing Request- 00101365,Laura Jenkins,3/17/2026,4/3/2026,Invoice Revision: Credit/Rebill,a6JHn1356586,Missing Backup Documentation,Jul; Aug,Missing supporting documentation from vendor.
Complete,Amazon TNF 2024 2025,Billing Request- 00101366,Angelica Herrera Calvo,1/24/2025,4/1/2025,Invoice Revision: Credit/Rebill,a6Jat1707302,,Feb,
Waiting on Someone Else,Confluence Academy 2026,Billing Request- 00101367,Andrew Rivera,4/3/2026,5/6/2026,Invoice Revision: Missed Billing,a6JHn3583553,Other Invoice Details,Nov,Manual billing entry issue.
Ready for Work,NBA League Pass 2024,Billing Request- 00101368,Sofia Morales,3/30/2024,7/7/2024,Invoice Revision: Credit/Rebill,a6JHn9540874,Missing Backup Documentation,Mar; Apr,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2025,Billing Request- 00101369,Gabo Munoz,9/6/2025,10/31/2025,Invoice Copy,a6JHn5872117,Other Invoice Details,Aug,Late media plan changes from client.
Waiting on Someone Else,Streaming Bundle Initiative 2026,Billing Request- 00101370,Sofia Morales,1/2/2026,4/14/2026,Invoice Revision: Credit/Rebill,a6Jat9000834,Agency Revision Request,Sep; Oct,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00101371,Andrew Rivera,4/19/2025,5/19/2025,Invoice Revision: Credit/Rebill,a6JXt7217012,Agency Revision Request,Jan,Client requested retroactive billing adjustments.
Complete,TNF Sponsorship 2025,Billing Request- 00101372,Elena Salazar Castillo,10/17/2025,12/31/2025,Invoice Revision: Credit/Rebill,a6Jat8601889,PO / IO Mismatch,Jun,Missing supporting documentation from vendor.
Ready for Work,Streaming Bundle Initiative 2026,Billing Request- 00101373,Connor Mora,4/18/2026,5/5/2026,Invoice Revision: Missed Billing,a6JXt8653803,PO / IO Mismatch,Oct,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00101374,Sofia Morales,7/7/2025,9/20/2025,Invoice Revision: Credit/Rebill,a6JHn1356907,Incorrect Invoice Amount,Jul,Agency submitted updated invoice mapping.
Waiting on Someone Else,NBA League Pass 2026,Billing Request- 00101375,Kevin Parker,1/28/2026,2/21/2026,Invoice Revision: Missed Billing,a6JHn7781554,PO / IO Mismatch,Feb,Missing supporting documentation from vendor.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00101376,Andrew Rivera,1/12/2025,3/25/2025,Invoice Revision: Credit/Rebill,a6JHn1512046,Missing Backup Documentation,Jul,Late media plan changes from client.
Complete,Retail Media Expansion 2025,Billing Request- 00101377,Sofia Morales,4/27/2025,7/3/2025,Invoice Revision: Missed Billing,a6JHn5092999,Missing Backup Documentation,Nov; Dec,Client requested retroactive billing adjustments.
Ready for Work,NASCAR Apex 2025 2026,Billing Request- 00101378,Laura Jenkins,3/14/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6Jat8283798,Other Invoice Details,Nov; Dec,Agency submitted updated invoice mapping.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00101379,Kevin Parker,7/3/2025,9/11/2025,Invoice Revision: Credit/Rebill,a6JXt7416175,Late Billing Submission,Dec,Missing supporting documentation from vendor.
Waiting on Someone Else,Streaming Bundle Initiative 2025,Billing Request- 00101380,Angelica Herrera Calvo,4/21/2025,4/23/2025,Invoice Revision: Credit/Rebill,a6JXt3444734,,Sep; Oct,Invoice details mismatch with approved campaign.
Complete,NBA League Pass 2025,Billing Request- 00101381,Sofia Morales,3/3/2025,4/5/2025,Invoice Revision: Credit/Rebill,a6JXt6213397,Incorrect Invoice Amount,Feb,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00101382,Melissa Grant,2/12/2026,4/15/2026,Invoice Revision: Missed Billing,a6JHn7554404,Other Invoice Details,Feb,Incorrect legal terms delayed PTS.
Complete,Amazon TNF 2024 2026,Billing Request- 00101383,Gabo Munoz,4/10/2026,5/8/2026,Invoice Revision: Missed Billing,a6JHn1427572,Other Invoice Details,Jan; Feb,
Complete,TNF Sponsorship 2024,Billing Request- 00101384,Gabo Munoz,11/27/2024,1/2/2025,Invoice Revision: Credit/Rebill,a6JXt6392076,Late Billing Submission,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2026,Billing Request- 00101385,Elena Salazar Castillo,2/20/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn4699556,Incorrect Invoice Amount,Jan,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00101386,Melissa Grant,11/3/2025,12/10/2025,Invoice Copy,a6Jat7764896,Agency Revision Request,May,Agency submitted updated invoice mapping.
Complete,Prime Sports NFL 2025,Billing Request- 00101387,Tyler Ward,10/12/2025,1/23/2026,Invoice Revision: Missed Billing,a6JHn1800191,PO / IO Mismatch,Mar,Late media plan changes from client.
Complete,Global Consumer Products 2024,Billing Request- 00101388,Angelica Herrera Calvo,9/25/2024,12/21/2024,Invoice Revision: Credit/Rebill,a6Jat8614615,Other Invoice Details,May,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2025,Billing Request- 00101389,Gabo Munoz,3/29/2025,4/24/2025,Invoice Revision: Credit/Rebill,a6Jat8788907,Missing Backup Documentation,Jun,Incorrect legal terms delayed PTS.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00101390,Tyler Ward,3/24/2024,3/25/2024,Invoice Revision: Credit/Rebill,a6JXt6331060,Late Billing Submission,Jul; Aug,
Complete,NFL Prime Video 2025,Billing Request- 00101391,Elena Salazar Castillo,6/26/2025,8/14/2025,Invoice Revision: Credit/Rebill,a6JXt5978272,Incorrect Invoice Amount,Feb,Agency submitted updated invoice mapping.
Complete,Amazon NBA Live Sports 2026,Billing Request- 00101392,Elena Salazar Castillo,3/24/2026,3/31/2026,Invoice Revision: Credit/Rebill,a6Jat8233660,Incorrect Invoice Amount,Feb,Manual billing entry issue.
Complete,Prime Sports NFL 2025,Billing Request- 00101393,Andrew Rivera,12/16/2025,1/18/2026,Invoice Revision: Credit/Rebill,a6Jat8771291,Agency Revision Request,Sep; Oct,Agency submitted updated invoice mapping.
Ready for Work,WNBA Incremental Scatter 2026,Billing Request- 00101394,Tyler Ward,1/20/2026,1/22/2026,Invoice Revision: Missed Billing,a6JXt9996681,Other Invoice Details,Jul,Late media plan changes from client.
Complete,Global Consumer Products 2025,Billing Request- 00101395,Angelica Herrera Calvo,8/3/2025,8/25/2025,Invoice Revision: Credit/Rebill,a6JXt8347263,,Mar; Apr,Manual billing entry issue.
Complete,Retail Media Expansion 2026,Billing Request- 00101396,Laura Jenkins,3/4/2026,5/9/2026,Invoice Copy,a6JHn1489172,Missing Backup Documentation,May; Jun,Client requested retroactive billing adjustments.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00101397,Andrew Rivera,12/26/2025,3/12/2026,Invoice Copy,a6Jat8609704,Agency Revision Request,Feb,Missing supporting documentation from vendor.
Ready for Work,Retail Media Expansion 2026,Billing Request- 00101398,Sofia Morales,5/8/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6Jat7310193,Missing Backup Documentation,Mar,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00101399,Gabo Munoz,11/18/2024,1/2/2025,Invoice Copy,a6JXt7141140,,Nov,
Complete,NASCAR Apex 2025 2026,Billing Request- 00101400,Connor Mora,1/27/2026,4/25/2026,Invoice Revision: Missed Billing,a6JXt3922838,PO / IO Mismatch,May,Invoice details mismatch with approved campaign.
Complete,Confluence Academy 2025,Billing Request- 00101401,Angelica Herrera Calvo,8/22/2025,11/27/2025,Invoice Revision: Credit/Rebill,a6JXt5504975,Late Billing Submission,Nov; Dec,Late media plan changes from client.
Waiting on Someone Else,WNBA Incremental Scatter 2026,Billing Request- 00101402,Sofia Morales,1/5/2026,1/26/2026,Invoice Revision: Missed Billing,a6JXt4855388,Late Billing Submission,Sep,
Waiting on Someone Else,Global Consumer Products 2026,Billing Request- 00101403,Connor Mora,2/3/2026,3/14/2026,Invoice Revision: Credit/Rebill,a6JXt2107585,Incorrect Invoice Amount,Dec,Finance validation process delay.
Complete,Prime Sports NFL 2025,Billing Request- 00101404,Andrew Rivera,9/17/2025,11/15/2025,Invoice Copy,a6Jat7738624,Late Billing Submission,Jul; Aug,Manual billing entry issue.
Complete,Prime Sports NFL 2025,Billing Request- 00101405,Andrew Rivera,12/3/2025,12/27/2025,Invoice Revision: Missed Billing,a6JXt2065035,Late Billing Submission,Nov; Dec,Finance validation process delay.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00101406,Laura Jenkins,3/18/2025,7/6/2025,Invoice Revision: Missed Billing,a6Jat3172440,PO / IO Mismatch,Jul,Finance validation process delay.
Complete,Global Consumer Products 2026,Billing Request- 00101407,Angelica Herrera Calvo,1/10/2026,4/22/2026,Invoice Revision: Credit/Rebill,a6JXt4124541,Incorrect Invoice Amount,Feb,Late media plan changes from client.
Complete,NWSL Prime Video 2026,Billing Request- 00101408,Tyler Ward,4/3/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6Jat3094224,Incorrect Invoice Amount,Nov; Dec,Agency submitted updated invoice mapping.
